,study ID,vaccine,dose,VE,LCL,UCL,days_since_first_dose,population_category,outcome_category,variant_sequenced,time_sup,time_inf
1025,119,AZD1222 (AstraZeneca) & any mRNA - heterologous,final,62.0,30,79.0,135,HCW aged 16-69 years,infection,,180,91
1026,119,AZD1222 (AstraZeneca) & any mRNA - heterologous,final,100.0,,,52,HCW aged 16-69 years,severe,,90,14
1027,119,AZD1222 (AstraZeneca) & any mRNA - heterologous,final,100.0,,,181,HCW aged 16-69 years,severe,,181,181
1028,119,Any mRNA - homologous or heterologous,1,38.0,23,50.0,42,HCW aged 16-69 years,infection,,42,42
1029,119,Any mRNA - homologous or heterologous,final,77.0,71,82.0,52,HCW aged 16-69 years,infection,,90,14
1030,119,Any mRNA - homologous or heterologous,final,55.0,34,69.0,135,HCW aged 16-69 years,infection,,180,91
1031,119,Any mRNA - homologous or heterologous,1,90.0,27,99.0,42,HCW aged 16-69 years,severe,,42,42
1032,119,Any mRNA - homologous or heterologous,final,95.0,64,99.0,52,HCW aged 16-69 years,severe,,90,14
1033,119,Any mRNA - homologous or heterologous,final,100.0,,,135,HCW aged 16-69 years,severe,,180,91
1034,119,AZD1222 (AstraZeneca),1,15.0,-15,37.0,42,HCW aged 16-69 years,infection,,42,42
1035,119,AZD1222 (AstraZeneca),final,100.0,,,52,HCW aged 16-69 years,infection,,90,14
1036,119,AZD1222 (AstraZeneca),final,100.0,,,135,HCW aged 16-69 years,infection,,180,91
1037,119,AZD1222 (AstraZeneca),1,100.0,-inf,100.0,42,HCW aged 16-69 years,severe,,42,42
1038,119,AZD1222 (AstraZeneca),final,100.0,,,52,HCW aged 16-69 years,severe,,90,14
1039,119,AZD1222 (AstraZeneca) & any mRNA - heterologous,final,100.0,,,52,HCW aged 16-69 years,infection,,90,14
1040,119,AZD1222 (AstraZeneca) & any mRNA - heterologous,final,100.0,,,135,HCW aged 16-69 years,infection,,180,91
1041,119,AZD1222 (AstraZeneca) & any mRNA - heterologous,final,100.0,,,52,HCW aged 16-69 years,severe,,90,14
1042,119,Any mRNA - homologous or heterologous,1,45.0,37,51.0,42,HCW aged 16-69 years,infection,,42,42
1043,119,Any mRNA - homologous or heterologous,final,85.0,81,88.0,52,HCW aged 16-69 years,infection,,90,14
1044,119,Any mRNA - homologous or heterologous,final,56.0,46,65.0,181,HCW aged 16-69 years,infection,,181,181
1045,119,Any mRNA - homologous or heterologous,1,83.0,68,91.0,42,HCW aged 16-69 years,severe,,42,42
1046,119,Any mRNA - homologous or heterologous,final,100.0,97,100.0,52,HCW aged 16-69 years,severe,,90,14
1047,119,Any mRNA - homologous or heterologous,final,98.0,88,100.0,181,HCW aged 16-69 years,severe,,181,181
1048,119,AZD1222 (AstraZeneca),1,49.0,-16,77.0,42,HCW aged 16-69 years,infection,,42,42
1049,119,AZD1222 (AstraZeneca),final,88.0,71,95.0,52,HCW aged 16-69 years,infection,,90,14
1050,119,AZD1222 (AstraZeneca),final,62.0,-177,95.0,135,HCW aged 16-69 years,infection,,180,91
1051,119,AZD1222 (AstraZeneca),1,42.0,-330,92.0,42,HCW aged 16-69 years,severe,,42,42
1052,119,AZD1222 (AstraZeneca),final,100.0,,,52,HCW aged 16-69 years,severe,,90,14
1053,119,AZD1222 (AstraZeneca),final,100.0,,,181,HCW aged 16-69 years,severe,,181,181
1054,119,AZD1222 (AstraZeneca) & any mRNA - heterologous,final,80.0,72,86.0,52,HCW aged 16-69 years,infection,,90,14
1055,119,AZD1222 (AstraZeneca) & any mRNA - heterologous,final,63.0,33,80.0,135,HCW aged 16-69 years,infection,,180,91
1056,119,AZD1222 (AstraZeneca) & any mRNA - heterologous,final,100.0,,,52,HCW aged 16-69 years,severe,,90,14
1057,119,AZD1222 (AstraZeneca) & any mRNA - heterologous,final,100.0,,,181,HCW aged 16-69 years,severe,,181,181
1058,120,BBIBP-CorV (Beijing CNBG),1,-20.0,-28.6,11.8,14,≥ 15 years,severe,,14,14
1059,120,BBIBP-CorV (Beijing CNBG),final,79.8,78,81.4,14,≥ 15 years,severe,,14,14
1060,120,BBIBP-CorV (Beijing CNBG),1,3.7,-12.8,18.1,14,≥ 15 years,severe,,14,14
1061,120,BBIBP-CorV (Beijing CNBG),final,92.2,89.7,94.1,14,≥ 15 years,severe,,14,14
1062,120,BBIBP-CorV (Beijing CNBG),1,27.9,-61,72.6,14,≥ 15 years,death,,14,14
1063,120,BBIBP-CorV (Beijing CNBG),final,97.1,83,99.9,14,≥ 15 years,death,,14,14
1064,121,Pfizer,final,61.6,37.5,80.4,15,contacts of index cases,infection,delta,15,15
1065,121,Pfizer,final,67.9,41.3,87.8,15,contacts of index cases,symptomatic,delta,15,15
1066,121,Pfizer,final,100.0,,,15,contacts of index cases,severe,delta,15,15
1067,122,CoronaVac (Sinovac),1,5.0,-18.2,23.7,14,pregnant persons,symptomatic,,14,14
1068,122,CoronaVac (Sinovac),final,41.0,27,52.2,14,pregnant persons,symptomatic,,14,14
1069,122,CoronaVac (Sinovac),1,67.7,20,87.0,14,pregnant persons,severe,,14,14
1070,122,CoronaVac (Sinovac),final,85.4,59.4,94.8,14,pregnant persons,severe,,14,14
1071,123,BBV152 (Bharat),1,-1.0,-51,33.0,21,HCW,symptomatic,,21,21
1072,123,BBV152 (Bharat),final,50.0,33,62.0,14,HCW,symptomatic,,14,14
1073,123,BBV152 (Bharat),final,46.0,22,62.0,28,HCW,symptomatic,,28,28
1074,123,BBV152 (Bharat),final,57.0,21,76.0,42,HCW,symptomatic,,42,42
1075,123,BBV152 (Bharat),final,47.0,29,61.0,14,HCW,symptomatic,,14,14
1076,124,AZD1222 (AstraZeneca),1,46.2,31.6,57.7,21,general pop,infection,,21,21
1077,124,AZD1222 (AstraZeneca),final,63.1,51.5,72.1,14,general pop,infection,,14,14
1078,125,Pfizer,1,59.0,42,71.0,24,HCW,infection,,27,21
1079,125,Pfizer,final,89.0,78,94.0,43,HCW,infection,,73,14
1080,125,Pfizer,final,53.0,28,69.0,229,HCW,infection,,265,194
1081,125,Pfizer,1,63.0,46,75.0,168,HCW,infection,,280,56
1082,125,Pfizer,final,85.0,72,92.0,43,HCW,infection,,73,14
1083,125,Pfizer,final,51.0,22,69.0,216,HCW,infection,,239,194
1084,125,AZD1222 (AstraZeneca),1,63.0,-80,92.0,24,HCW,infection,,27,21
1085,125,AZD1222 (AstraZeneca),final,58.0,23,77.0,43,HCW,infection,,73,14
1086,125,AZD1222 (AstraZeneca),1,9.0,-87,55.0,152,HCW,infection,,249,56
1087,125,AZD1222 (AstraZeneca),final,72.0,39,87.0,177,HCW,infection,,220,134
1088,126,Pfizer,1,41.0,39.5,42.4,0,general pop,infection,,0,0
1089,126,Pfizer,final,84.0,83.3,84.7,14,general pop,infection,,14,14
1090,126,Pfizer,1,64.3,61.8,66.6,0,general pop,death,,0,0
1091,126,Pfizer,final,90.3,88.9,91.5,14,general pop,death,,14,14
1092,126,BBIBP-CorV (Beijing CNBG),1,34.0,31.8,36.1,0,general pop,infection,,0,0
1093,126,BBIBP-CorV (Beijing CNBG),final,72.8,71.2,74.4,14,general pop,infection,,14,14
1094,126,BBIBP-CorV (Beijing CNBG),1,39.4,34.1,44.3,0,general pop,death,,0,0
1095,126,BBIBP-CorV (Beijing CNBG),final,86.0,83.7,87.9,14,general pop,death,,14,14
1096,126,Sputnik V (Gamaleya),1,48.7,47.1,50.2,0,general pop,infection,,0,0
1097,126,Sputnik V (Gamaleya),final,88.1,86.5,89.4,14,general pop,infection,,14,14
1098,126,Sputnik V (Gamaleya),1,78.0,74.3,81.2,0,general pop,death,,0,0
1099,126,Sputnik V (Gamaleya),final,97.8,95.5,98.9,14,general pop,death,,14,14
1100,126,AZD1222 (AstraZeneca),1,49.2,47.7,50.6,0,general pop,infection,,0,0
1101,126,AZD1222 (AstraZeneca),final,73.3,71.1,76.0,14,general pop,infection,,14,14
1102,126,AZD1222 (AstraZeneca),1,71.3,67.9,74.4,0,general pop,death,,0,0
1103,126,AZD1222 (AstraZeneca),final,85.8,73.5,92.4,14,general pop,death,,14,14
1104,126,Moderna,1,60.8,58.6,63.0,0,general pop,infection,,0,0
1105,126,Moderna,final,88.2,85.8,90.3,14,general pop,infection,,14,14
1106,126,Moderna,1,68.7,62.5,73.8,0,general pop,death,,0,0
1107,126,Moderna,final,93.8,90.3,96.1,14,general pop,death,,14,14
1108,127,Pfizer,1,45.0,8,66.0,14,immunocompromised adults,infection,,14,14
1109,127,Pfizer,final,58.0,39,73.0,14,immunocompromised adults,infection,,14,14
1110,128,Pfizer,final,89.0,83,93.0,14,HCW,infection,,14,14
1111,129,Pfizer,final,74.1,62.5,82.1,7,HCW,infection,,7,7
1112,129,Pfizer,final,82.8,74,88.6,7,HCW,infection,,7,7
1113,130,Pfizer,final,65.8,64.4,67.2,21,general pop,symptomatic,omicron,28,14
1114,130,Pfizer,final,9.4,7.8,11.1,105,general pop,symptomatic,omicron,35,175
1115,130,AZD1222 (AstraZeneca),final,49.8,40.7,57.5,21,general pop,symptomatic,omicron,28,14
1116,130,AZD1222 (AstraZeneca),final,-1.0,-2.4,0.3,105,general pop,symptomatic,omicron,35,175
1117,130,Moderna,final,76.0,72,79.0,21,general pop,symptomatic,omicron,28,14
1118,130,Moderna,final,13.0,3,22.0,105,general pop,symptomatic,omicron,35,175
1119,130,Pfizer,final,90.9,89.6,92.0,21,general pop,symptomatic,delta,28,14
1120,130,Pfizer,final,62.7,61.6,63.7,105,general pop,symptomatic,delta,35,175
1121,130,AZD1222 (AstraZeneca),final,82.8,74.5,88.4,21,general pop,symptomatic,delta,28,14
1122,130,AZD1222 (AstraZeneca),final,43.5,42.4,44.5,105,general pop,symptomatic,delta,35,175
1123,130,Moderna,final,94.5,90.5,96.9,21,general pop,symptomatic,delta,28,14
1124,130,Moderna,final,80.4,67.3,88.2,105,general pop,symptomatic,delta,35,175
1125,130,Pfizer,final,73.6,40.7,88.3,21,general pop,symptomatic,omicron,28,14
1126,130,Pfizer,final,34.9,17.7,48.4,105,general pop,symptomatic,omicron,35,175
1127,130,AZD1222 (AstraZeneca),final,55.8,34.1,70.3,154,general pop,symptomatic,omicron,168,140
1128,130,AZD1222 (AstraZeneca),final,32.7,19.7,43.6,105,general pop,symptomatic,omicron,35,175
1129,130,Pfizer,final,94.1,81.6,98.1,21,general pop,symptomatic,delta,28,14
1130,130,Pfizer,final,95.3,93.9,96.5,105,general pop,symptomatic,delta,35,175
1131,130,AZD1222 (AstraZeneca),final,92.9,91.3,94.2,154,general pop,symptomatic,delta,168,140
1132,130,AZD1222 (AstraZeneca),final,90.6,89.3,91.8,105,general pop,symptomatic,delta,35,175
1133,131,Pfizer,final,86.0,77.6,91.3,66,general pop,severe,,119,14
1134,131,Pfizer,final,75.1,64.6,82.4,120,general pop,severe,,120,120
1135,131,Moderna,final,89.6,80.1,94.5,66,general pop,severe,,119,14
1136,131,Moderna,final,86.1,77.7,91.3,120,general pop,severe,,120,120
1137,132,Pfizer,1,49.6,43.9,54.8,17,12-15 years,symptomatic,omicron,20,14
1138,132,Pfizer,final,73.0,66.4,78.3,14,12-15 years,symptomatic,omicron,14,14
1139,132,Pfizer,1,17.2,12,22.1,84,12-15 years,symptomatic,omicron,84,84
1140,132,Pfizer,1,51.4,42.7,58.8,17,16-17 years,symptomatic,omicron,20,14
1141,132,Pfizer,final,71.3,69.3,73.1,24,16-17 years,symptomatic,omicron,34,14
1142,132,Pfizer,1,12.5,6.9,17.8,105,16-17 years,symptomatic,omicron,105,105
1143,132,Pfizer,final,22.6,14.5,29.9,70,16-17 years,symptomatic,omicron,70,70
1144,132,Pfizer,1,74.5,73.2,75.6,17,12-15 years,symptomatic,delta,20,14
1145,132,Pfizer,final,87.2,73.7,93.8,14,12-15 years,symptomatic,delta,14,14
1146,132,Pfizer,1,53.1,41.6,62.4,84,12-15 years,symptomatic,delta,84,84
1147,132,Pfizer,1,75.9,74.3,77.3,17,16-17 years,symptomatic,delta,20,14
1148,132,Pfizer,final,93.1,91.6,94.4,24,16-17 years,symptomatic,delta,34,14
1149,132,Pfizer,1,30.9,25.4,36.0,105,16-17 years,symptomatic,delta,105,105
1150,132,Pfizer,final,83.7,72,90.5,70,16-17 years,symptomatic,delta,70,70
1151,132,Pfizer,1,83.4,54,94.0,28,12-15 years,severe,delta,28,28
1152,132,Pfizer,1,76.3,61.1,85.6,28,16-17 years,severe,delta,28,28
1153,133,Pfizer,final,87.0,86,87.0,30,general pop,infection,,60,0
1154,133,Pfizer,final,53.0,52,54.0,225,general pop,infection,,240,210
1155,133,Pfizer,final,90.0,89,91.0,30,general pop,severe,,60,0
1156,133,Pfizer,final,75.0,73,76.0,225,general pop,severe,,240,210
1157,133,Pfizer,final,92.0,90,93.0,30,general pop,death,,60,0
1158,133,Pfizer,final,83.0,81,86.0,225,general pop,death,,240,210
1159,133,Moderna,final,90.0,89,91.0,30,general pop,infection,,60,0
1160,133,Moderna,final,65.0,63,67.0,225,general pop,infection,,240,210
1161,133,Moderna,final,94.0,92,96.0,30,general pop,severe,,60,0
1162,133,Moderna,final,81.0,78,84.0,225,general pop,severe,,240,210
1163,133,Moderna,final,96.0,91,98.0,30,general pop,death,,60,0
1164,133,Moderna,final,88.0,82,92.0,225,general pop,death,,240,210
1165,133,AZD1222 (AstraZeneca),final,83.0,80,85.0,30,general pop,infection,,60,0
1166,133,AZD1222 (AstraZeneca),final,55.0,54,56.0,165,general pop,infection,,180,150
1167,133,AZD1222 (AstraZeneca),final,87.0,81,91.0,30,general pop,severe,,60,0
1168,133,AZD1222 (AstraZeneca),final,70.0,68,72.0,165,general pop,severe,,180,150
1169,133,AZD1222 (AstraZeneca),final,93.0,77,98.0,30,general pop,death,,60,0
1170,133,AZD1222 (AstraZeneca),final,82.0,78,85.0,165,general pop,death,,180,150
1171,133,Janssen,final,68.0,66,70.0,30,general pop,infection,,60,0
1172,133,Janssen,final,67.0,65,69.0,165,general pop,infection,,180,150
1173,133,Janssen,final,68.0,60,75.0,60,general pop,severe,,60,60
1174,133,Janssen,final,67.0,62,72.0,165,general pop,severe,,180,150
1175,133,Janssen,final,68.0,42,82.0,60,general pop,death,,60,60
1176,133,Janssen,final,68.0,53,78.0,165,general pop,death,,180,150
1177,134,Pfizer,final,79.0,76,83.0,27,65-79 years,symptomatic,,41,14
1178,134,Pfizer,final,39.0,29,48.0,98,65-79 years,symptomatic,,98,98
1179,134,Pfizer,final,72.0,61,79.0,27,≥ 80 years,symptomatic,,41,14
1180,134,Pfizer,final,34.0,29,48.0,124,≥ 80 years,symptomatic,,124,124
1181,134,Pfizer,final,95.0,90,97.0,27,65-79 years,severe,,41,14
1182,134,Pfizer,final,93.0,86,96.0,70,65-79 years,severe,,70,70
1183,134,Pfizer,final,83.0,68,91.0,27,≥ 80 years,severe,,41,14
1184,134,Pfizer,final,63.0,37,78.0,124,≥ 80 years,severe,,124,124
1185,134,Pfizer,final,95.0,88,98.0,27,65-79 years,death,,41,14
1186,134,Pfizer,final,93.0,87,96.0,70,65-79 years,death,,70,70
1187,134,Pfizer,final,87.0,71,93.0,27,≥ 80 years,death,,41,14
1188,134,Pfizer,final,75.0,64,82.0,124,≥ 80 years,death,,124,124
1189,134,AZD1222 (AstraZeneca),final,95.0,90,97.0,27,65-79 years,symptomatic,,41,14
1190,134,AZD1222 (AstraZeneca),final,93.0,86,96.0,70,65-79 years,symptomatic,,70,70
1191,134,AZD1222 (AstraZeneca),final,89.0,52,94.0,14,65-79 years,severe,,14,14
1192,134,AZD1222 (AstraZeneca),final,95.0,90,97.0,14,65-79 years,death,,14,14
1193,135,Moderna,final,82.8,82.2,83.3,14,general pop,infection,,14,14
1194,135,Moderna,final,88.0,86.8,89.1,37,general pop,infection,,60,14
1195,135,Moderna,final,75.5,70.4,79.7,210,general pop,infection,,240,180
1196,135,Moderna,final,96.1,95.5,96.6,14,general pop,severe,,14,14
1197,135,Moderna,final,95.9,93.5,97.4,37,general pop,severe,,60,14
1198,135,Moderna,final,94.5,90.9,96.7,210,general pop,severe,,240,180
1199,135,Moderna,final,97.2,94.8,98.4,14,general pop,death,,14,14
1200,135,Moderna,final,86.5,84.8,88.0,14,general pop,infection,,14,14
1201,136,Pfizer,final,94.5,90.7,96.7,28,males 65+,infection,,43,14
1202,136,Pfizer,final,87.9,85.9,89.5,88,males 65+,infection,,103,74
1203,136,Pfizer,final,92.1,87.2,95.1,28,males 65+,infection,,43,14
1204,136,Pfizer,final,67.3,63.2,70.9,148,males 65+,infection,,163,134
1205,136,Pfizer,final,62.0,45.6,73.5,28,males 65+,infection,,43,14
1206,136,Pfizer,final,24.8,18.8,30.4,238,males 65+,infection,,253,224
1207,137,Pfizer,final,83.0,78.4,86.6,14,60+ years,severe,,14,14
1208,137,Pfizer,final,94.8,93.3,96.0,14,60+ years,death,,14,14
1209,137,Pfizer,final,88.3,84.1,91.4,14,60+ years,death,,14,14
1210,137,AZD1222 (AstraZeneca),final,90.8,85.5,94.2,14,60+ years,severe,,14,14
1211,137,AZD1222 (AstraZeneca),final,97.5,95.8,98.5,14,60+ years,death,,14,14
1212,137,AZD1222 (AstraZeneca),final,93.9,89.3,96.6,14,60+ years,death,,14,14
1213,137,Janssen,final,60.9,36.8,75.8,14,60+ years,severe,,14,14
1214,137,Janssen,final,85.8,77.1,91.2,14,60+ years,death,,14,14
1215,137,Janssen,final,95.5,82,98.9,14,60+ years,death,,14,14
1216,137,CoronaVac (Sinovac),final,47.3,41.9,52.3,14,≥ 60 years,severe,,14,14
1217,137,CoronaVac (Sinovac),final,72.1,70.1,73.9,14,60+ years,death,,14,14
1218,137,CoronaVac (Sinovac),final,64.9,61.2,68.9,14,60+ years,death,,14,14
1219,138,Pfizer,final,50.0,21,69.0,14,general pop,infection,,14,14
1220,138,Moderna,final,65.0,37,81.0,14,general pop,infection,,14,14
1221,138,Pfizer,final,54.0,26,71.0,14,general pop,symptomatic,,14,14
1222,138,Moderna,final,65.0,38,81.0,14,general pop,symptomatic,,14,14
1223,138,Pfizer,final,51.0,22,70.0,14,general pop,infection,,14,14
1224,138,Moderna,final,66.0,38,82.0,14,general pop,infection,,14,14
1225,138,Pfizer,final,52.0,20,71.0,14,general pop,infection,delta,14,14
1226,138,Moderna,final,59.0,24,78.0,14,general pop,infection,delta,14,14
1227,139,Moderna,1,60.3,57,63.3,14,general pop,infection,,14,14
1228,139,Moderna,final,85.3,83.5,86.9,30,general pop,infection,,30,30
1229,139,Moderna,final,-29.5,-84,8.8,240,general pop,infection,,240,240
1230,139,Moderna,1,78.3,75.2,81.1,14,general pop,symptomatic,,14,14
1231,139,Moderna,final,94.4,92.8,95.6,30,general pop,symptomatic,,30,30
1232,139,Moderna,final,20.0,-29,59.3,240,general pop,symptomatic,,240,240
1233,139,Moderna,1,54.6,47.7,60.6,14,general pop,asymptomatic,,14,14
1234,139,Moderna,final,79.9,75.5,83.4,30,general pop,asymptomatic,,30,30
1235,139,Moderna,final,-28.4,-129.3,28.1,240,general pop,asymptomatic,,240,240
1236,139,Moderna,1,82.1,73.1,88.1,14,general pop,severe,,14,14
1237,139,Moderna,final,97.2,92.4,99.0,30,general pop,severe,,30,30
1238,139,Moderna,final,61.0,-225.5,95.3,180,general pop,severe,,180,180
1239,140,Janssen,final,67.0,62,71.0,28,HCW,severe,,28,28
1240,140,Janssen,final,75.0,69,82.0,28,HCW,severe,,28,28
1241,140,Janssen,final,83.0,75,89.0,28,HCW,death,,28,28
1242,140,Janssen,final,62.0,42,76.0,28,HCW,severe,beta,28,28
1243,140,Janssen,final,49.0,8,77.0,28,HCW,severe,beta,28,28
1244,140,Janssen,final,86.0,57,100.0,28,HCW,death,beta,28,28
1245,140,Janssen,final,67.0,62,71.0,28,HCW,severe,delta,28,28
1246,140,Janssen,final,78.0,71,88.0,28,HCW,severe,delta,28,28
1247,140,Janssen,final,82.0,74,89.0,28,HCW,death,delta,28,28
1248,141,Pfizer,final,85.0,83,86.0,21,general pop,infection,,36,7
1249,141,Pfizer,final,49.0,46,51.0,217,general pop,infection,,217,217
1250,141,Pfizer,final,90.0,86,92.0,21,general pop,severe,,36,7
1251,141,Pfizer,final,88.0,85,90.0,217,general pop,severe,,217,217
1252,142,Pfizer,final,96.0,93,98.0,14,general pop,severe,,14,14
1253,142,Pfizer,final,93.0,89,95.0,14,general pop,severe,,14,14
1254,142,Pfizer,final,87.0,82,91.0,14,general pop,severe,,14,14
1255,142,Pfizer,final,83.0,72,88.0,14,general pop,severe,,14,14
1256,143,Pfizer,1,31.0,26,35.0,14,general pop,infection,,14,14
1257,143,Pfizer,final,65.0,63,68.0,7,general pop,infection,,7,7
1258,143,Pfizer,final,69.0,67,70.0,7,general pop,infection,,7,7
1259,143,Pfizer,1,55.0,42,64.0,14,general pop,death,,14,14
1260,143,Pfizer,final,89.0,84,92.0,7,general pop,death,,7,7
1261,143,Pfizer,final,86.0,82,89.0,7,general pop,death,,7,7
1262,144,Pfizer,final,55.2,23.5,73.7,29,general pop,infection,omicron,44,15
1263,144,Pfizer,final,-76.5,-95.3,-59.5,134,general pop,infection,omicron,164,105
1264,144,Moderna,final,36.7,-69.9,76.4,29,general pop,infection,omicron,44,15
1265,144,Moderna,final,-39.3,-61.6,-20.0,134,general pop,infection,omicron,164,105
1266,144,Pfizer,final,86.7,84.6,88.6,29,general pop,infection,delta,44,15
1267,144,Pfizer,final,53.8,52.9,54.6,134,general pop,infection,delta,164,105
1268,144,Moderna,final,88.2,83.1,91.8,29,general pop,infection,delta,44,15
1269,144,Moderna,final,65.0,63.6,66.3,134,general pop,infection,delta,164,105
1270,145,Pfizer,final,87.0,83,89.0,21,30-59 years,symptomatic,,29,14
1271,145,Pfizer,final,65.0,56,71.0,90,30-59 years,symptomatic,,90,90
1272,145,Pfizer,final,65.0,37,80.0,44,≥ 60 years,symptomatic,,59,30
1273,145,Pfizer,final,64.0,44,77.0,90,≥ 60 years,symptomatic,,90,90
1274,145,Moderna,final,98.0,93,100.0,21,30-59 years,symptomatic,,29,14
1275,145,Moderna,final,90.0,76,96.0,74,30-59 years,symptomatic,,89,60
1276,145,AZD1222 (AstraZeneca),final,72.0,52,83.0,21,30-59 years,symptomatic,,29,14
1277,145,AZD1222 (AstraZeneca),final,65.0,48,76.0,74,30-59 years,symptomatic,,89,60
1278,145,Janssen,final,50.0,36,62.0,44,30-59 years,symptomatic,,59,30
1279,145,Janssen,final,52.0,33,66.0,74,30-59 years,symptomatic,,89,60
1280,146,AZD1222 (AstraZeneca),final,83.7,79.7,87.0,20,general pop,severe,,27,14
1281,146,AZD1222 (AstraZeneca),final,53.6,48.4,58.3,146,general pop,severe,,153,140
1282,147,Pfizer,final,92.0,91.1,92.8,37,12-14 years,infection,,60,14
1283,147,Pfizer,final,89.8,80,93.8,37,16-18 years,infection,,60,14
1284,148,Pfizer,final,94.0,91,95.0,14,general pop,infection,,14,14
1285,148,Pfizer,final,95.0,92,97.0,14,general pop,severe,,14,14
1286,148,Moderna,final,97.0,94,98.0,14,general pop,infection,,14,14
1287,148,Moderna,final,96.0,92,99.0,14,general pop,severe,,14,14
1288,148,Janssen,final,81.0,50,94.0,14,general pop,infection,,14,14
1289,148,Janssen,final,92.0,58,100.0,14,general pop,severe,,14,14
1290,149,Pfizer,1,91.4,65.1,97.9,14,HCW,symptomatic,,14,14
1291,149,AZD1222 (AstraZeneca),1,75.4,67.2,81.6,28,HCW,symptomatic,,28,28
