Study ID,first author,study design,publication date,primary series vaccine,booster vaccine,historyofCOVID ,reference group,timing_of_dose_days,outcome_detail,outcome_category,country,population_detail,population_category,VE,LCL,UCL,variant_sequenced,variant_context,max duration follow-up,notes,,,,
90,Carlsen,Retrospective cohort,01Jun2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Pfizer,excluded,unvaccinated individuals,14+,infection during an infant's first 4 months of life (born to unvaccinated mothers and mothers vaccinated in 2nd or 3rd trimester),infection during an infant's first 4 months of life,Norway,newborns,newborns,78.0,57.0,88.0,,omicron,~45 weeks,,,,,
91,Hulme,Retrospective cohort,06Jun2022,BNT162b2 (Pfizer),Pfizer,included,complete vaccination with 2 doses of AZD1222 or BNT162b2,1-28,infection,infection,UK,≥ 18 years,general pop,49.6,48.3,50.8,,delta,~11 weeks,,,,,
91,Hulme,Retrospective cohort,06Jun2022,BNT162b2 (Pfizer),Pfizer,included,complete vaccination with 2 doses of AZD1222 or BNT162b2,29-70,infection,infection,UK,≥ 18 years,general pop,49.7,47.8,51.5,,delta,~11 weeks,,,,,
91,Hulme,Retrospective cohort,06Jun2022,BNT162b2 (Pfizer),Pfizer,included,complete vaccination with 2 doses of AZD1222 or BNT162b2,1-28,hospitalization,severe,UK,≥ 18 years,general pop,73.8,68.9,77.9,,delta,~11 weeks,,,,,
91,Hulme,Retrospective cohort,06Jun2022,BNT162b2 (Pfizer),Pfizer,included,complete vaccination with 2 doses of AZD1222 or BNT162b2,29-70,hospitalization,severe,UK,≥ 18 years,general pop,86.1,81.9,89.4,,delta,~11 weeks,,,,,
91,Hulme,Retrospective cohort,06Jun2022,BNT162b2 (Pfizer),Pfizer,included,complete vaccination with 2 doses of AZD1222 or BNT162b2,29-70,death,death,UK,≥ 18 years,general pop,92.6,86.5,96.0,,delta,~11 weeks,,,,,
91,Hulme,Retrospective cohort,06Jun2022,AZD1222 (AstraZeneca),Pfizer,included,complete vaccination with 2 doses of AZD1222 or BNT162b2,1-28,infection,infection,UK,≥ 18 years,general pop,49.2,48.4,50.0,,delta,~11 weeks,,,,,
91,Hulme,Retrospective cohort,06Jun2022,AZD1222 (AstraZeneca),Pfizer,included,complete vaccination with 2 doses of AZD1222 or BNT162b2,29-70,infection,infection,UK,≥ 18 years,general pop,54.8,53.3,56.3,,delta,~11 weeks,,,,,
91,Hulme,Retrospective cohort,06Jun2022,AZD1222 (AstraZeneca),Pfizer,included,complete vaccination with 2 doses of AZD1222 or BNT162b2,1-28,hospitalization,severe,UK,≥ 18 years,general pop,78.2,75.2,80.8,,delta,~11 weeks,,,,,
91,Hulme,Retrospective cohort,06Jun2022,AZD1222 (AstraZeneca),Pfizer,included,complete vaccination with 2 doses of AZD1222 or BNT162b2,29-70,hospitalization,severe,UK,≥ 18 years,general pop,83.9,80.0,87.1,,delta,~11 weeks,,,,,
91,Hulme,Retrospective cohort,06Jun2022,AZD1222 (AstraZeneca),Pfizer,included,complete vaccination with 2 doses of AZD1222 or BNT162b2,1-28,death,death,UK,≥ 18 years,general pop,77.4,66.3,84.9,,delta,~11 weeks,,,,,
91,Hulme,Retrospective cohort,06Jun2022,AZD1222 (AstraZeneca),Pfizer,included,complete vaccination with 2 doses of AZD1222 or BNT162b2,29-70,death,death,UK,≥ 18 years,general pop,93.5,87.6,96.6,,delta,~11 weeks,,,,,
92,Richterman,Test-negative case-control,06Jun2022,BNT162b2 (Pfizer),Pfizer,excluded,complete vaccination with 2 doses of BNT162b2 (Pfizer) within last 6 months,14+,symptomatic disease,symptomatic,USA,HCW,HCW,78.0,63.0,87.0,,delta,~32 weeks,,,,,
92,Richterman,Test-negative case-control,06Jun2022,mRNA-1273 (Moderna),Moderna,excluded,complete vaccination with 2 doses of BNT162b2 (Pfizer) within last 6 months,14+,symptomatic disease,symptomatic,USA,HCW,HCW,96.0,82.0,99.0,,delta,~32 weeks,,,,,
92,Richterman,Test-negative case-control,06Jun2022,BNT162b2 (Pfizer),Pfizer,excluded,complete vaccination with 2 doses of BNT162b2 (Pfizer) within last 6 months,14+,symptomatic disease,symptomatic,USA,HCW,HCW,50.0,42.0,56.0,,omicron,~32 weeks,,,,,
92,Richterman,Test-negative case-control,06Jun2022,mRNA-1273 (Moderna),Moderna,excluded,complete vaccination with 2 doses of BNT162b2 (Pfizer) within last 6 months,14+,symptomatic disease,symptomatic,USA,HCW,HCW,56.0,45.0,65.0,,omicron,~32 weeks,,,,,
92,Richterman,Test-negative case-control,06Jun2022,BNT162b2 (Pfizer),Pfizer,excluded,complete vaccination with 2 doses of BNT162b2 (Pfizer) within last 6 months,<56,symptomatic disease,symptomatic,USA,HCW,HCW,66.0,51.0,76.0,,omicron,~32 weeks,,,,,
92,Richterman,Test-negative case-control,06Jun2022,BNT162b2 (Pfizer),Pfizer,excluded,complete vaccination with 2 doses of BNT162b2 (Pfizer) within last 6 months,112+,symptomatic disease,symptomatic,USA,HCW,HCW,55.0,19.0,76.0,,omicron,~32 weeks,,,,,
92,Richterman,Test-negative case-control,06Jun2022,BNT162b2 (Pfizer),Pfizer,excluded,unvaccinated individuals,14+,symptomatic disease,symptomatic,USA,HCW,HCW,93.0,78.0,98.0,,delta,~32 weeks,,,,,
92,Richterman,Test-negative case-control,06Jun2022,mRNA-1273 (Moderna),Moderna,excluded,unvaccinated individuals,14+,symptomatic disease,symptomatic,USA,HCW,HCW,96.0,82.0,99.0,,delta,~32 weeks,,,,,
92,Richterman,Test-negative case-control,06Jun2022,BNT162b2 (Pfizer),Pfizer,excluded,unvaccinated individuals,14+,symptomatic disease,symptomatic,USA,HCW,HCW,54.0,23.0,73.0,,omicron,~32 weeks,,,,,
92,Richterman,Test-negative case-control,06Jun2022,mRNA-1273 (Moderna),Moderna,excluded,unvaccinated individuals,14+,symptomatic disease,symptomatic,USA,HCW,HCW,46.0,6.0,69.0,,omicron,~32 weeks,,,,,
92,Richterman,Test-negative case-control,06Jun2022,BNT162b2 (Pfizer),Pfizer,excluded,unvaccinated individuals,<56,symptomatic disease,symptomatic,USA,HCW,HCW,75.0,50.0,87.0,,omicron,~32 weeks,,,,,
92,Richterman,Test-negative case-control,06Jun2022,BNT162b2 (Pfizer),Pfizer,excluded,unvaccinated individuals,112+,symptomatic disease,symptomatic,USA,HCW,HCW,55.0,5.0,79.0,,omicron,~32 weeks,,,,,
93,Adams,Prospective test-negative case control,11Oct2022,BNT162b2 (Pfizer),Pfizer,included,unvaccinated individuals,7+,hospitalization,severe,USA,hospitalized adults,general pop,64.0,55.0,72.0,"omicron BA.1, B.A.2, BA.5","omicron BA.1, B.A.2, BA.5",~47 weeks,,,,,
93,Adams,Prospective test-negative case control,11Oct2022,BNT162b2 (Pfizer) (3 doses),Pfizer,included,unvaccinated individuals,7+,hospitalization,severe,USA,hospitalized adults,general pop,73.0,44.0,87.0,"omicron BA.1, B.A.2, BA.5","omicron BA.1, B.A.2, BA.5",~47 weeks,,,,,
93,Adams,Prospective test-negative case control,11Oct2022,mRNA-1273 (Moderna),Moderna,included,unvaccinated individuals,7+,hospitalization,severe,USA,hospitalized adults,general pop,65.0,55.0,73.0,"omicron BA.1, B.A.2, BA.5","omicron BA.1, B.A.2, BA.5",~47 weeks,,,,,
93,Adams,Prospective test-negative case control,11Oct2022,mRNA-1273 (Moderna) (3 doses),Moderna,included,unvaccinated individuals,7+,hospitalization,severe,USA,hospitalized adults,general pop,68.0,17.0,88.0,"omicron BA.1, B.A.2, BA.5","omicron BA.1, B.A.2, BA.5",~47 weeks,,,,,
93,Adams,Prospective test-negative case control,11Oct2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Pfizer,included,unvaccinated individuals,7+,hospitalization,severe,USA,hospitalized adults,general pop,64.0,42.0,78.0,"omicron BA.1, B.A.2, BA.5","omicron BA.1, B.A.2, BA.5",~47 weeks,,,,,
93,Adams,Prospective test-negative case control,11Oct2022,Ad26.COV2.S (Janssen),Janssen,included,unvaccinated individuals,7+,hospitalization,severe,USA,hospitalized adults,general pop,35.0,-54.0,73.0,"omicron BA.1, B.A.2, BA.5","omicron BA.1, B.A.2, BA.5",~47 weeks,,,,,
93,Adams,Prospective test-negative case control,11Oct2022,Ad26.COV2.S (Janssen),Pfizer,included,unvaccinated individuals,7+,hospitalization,severe,USA,hospitalized adults,general pop,52.0,25.0,89.0,"omicron BA.1, B.A.2, BA.5","omicron BA.1, B.A.2, BA.5",~47 weeks,,,,,
94,Ioannou,Target trial emulation,11Oct2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Pfizer,excluded,complete vaccination at least 5 months prior,10+,infection,infection,USA,veterans ≥ 18 years,veterans,39.0,36.4,41.6,,omicron,~15 weeks,,,,omicron,~15 weeks
94,Ioannou,Target trial emulation,11Oct2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Pfizer,excluded,complete vaccination at least 5 months prior,10+,hospitalization,severe,USA,veterans ≥ 18 years,veterans,53.3,48.1,58.0,,omicron,~15 weeks,,,,omicron,~15 weeks
94,Ioannou,Target trial emulation,11Oct2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Pfizer,excluded,complete vaccination at least 5 months prior,10+,death,death,USA,veterans ≥ 18 years,veterans,79.1,71.2,84.9,,omicron,~15 weeks,,,,omicron,~15 weeks
94,Ioannou,Target trial emulation,11Oct2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Pfizer,excluded,complete vaccination 5-9 months prior,10+,infection,infection,USA,veterans ≥ 18 years,veterans,36.4,33.3,39.4,,omicron,~15 weeks,,,,omicron,~15 weeks
94,Ioannou,Target trial emulation,11Oct2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Pfizer,excluded,complete vaccination 5-9 months prior,10+,hospitalization,severe,USA,veterans ≥ 18 years,veterans,43.8,35.2,51.3,,omicron,~15 weeks,,,,omicron,~15 weeks
94,Ioannou,Target trial emulation,11Oct2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Pfizer,excluded,complete vaccination 5-9 months prior,10+,death,death,USA,veterans ≥ 18 years,veterans,78.1,67.5,85.3,,omicron,~15 weeks,,,,omicron,~15 weeks
94,Ioannou,Target trial emulation,11Oct2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Pfizer,excluded,complete vaccination at least 9 months prior,10+,infection,infection,USA,veterans ≥ 18 years,veterans,46.5,44.1,48.7,,omicron,~15 weeks,,,,omicron,~15 weeks
94,Ioannou,Target trial emulation,11Oct2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Pfizer,excluded,complete vaccination at least 9 months prior,10+,hospitalization,severe,USA,veterans ≥ 18 years,veterans,63.2,56.4,69.0,,omicron,~15 weeks,,,,omicron,~15 weeks
94,Ioannou,Target trial emulation,11Oct2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Pfizer,excluded,complete vaccination at least 9 months prior,10+,death,death,USA,veterans ≥ 18 years,veterans,81.6,67.8,89.4,,omicron,~15 weeks,,,,omicron,~15 weeks
94,Ioannou,Target trial emulation,11Oct2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Pfizer,excluded,complete vaccination at least 5 months prior,10+,infection,infection,USA,veterans ≥ 18 years,veterans,39.0,36.4,41.6,,omicron,~15 weeks,,,,omicron,~15 weeks
94,Ioannou,Target trial emulation,11Oct2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Pfizer,excluded,complete vaccination at least 5 months prior,10+,hospitalization,severe,USA,veterans ≥ 18 years,veterans,54.0,41.6,60.8,,omicron,~15 weeks,,,,omicron,~15 weeks
94,Ioannou,Target trial emulation,11Oct2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Pfizer,excluded,complete vaccination at least 5 months prior,10+,death,death,USA,veterans ≥ 18 years,veterans,85.5,73.9,92.0,,omicron,~15 weeks,,,,omicron,~15 weeks
94,Ioannou,Target trial emulation,11Oct2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Moderna,excluded,complete vaccination at least 5 months prior,10+,infection,infection,USA,veterans ≥ 18 years,veterans,44.6,42.5,46.6,,omicron,~15 weeks,,,,omicron,~15 weeks
94,Ioannou,Target trial emulation,11Oct2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Moderna,excluded,complete vaccination at least 5 months prior,10+,hospitalization,severe,USA,veterans ≥ 18 years,veterans,52.9,45.6,59.2,,omicron,~15 weeks,,,,omicron,~15 weeks
94,Ioannou,Target trial emulation,11Oct2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Moderna,excluded,complete vaccination at least 5 months prior,10+,death,death,USA,veterans ≥ 18 years,veterans,75.2,62.9,83.4,,omicron,~15 weeks,,,,omicron,~15 weeks
94,Ioannou,Target trial emulation,11Oct2022,BNT162b2 (Pfizer),Pfizer,excluded,complete vaccination at least 5 months prior,10+,infection,infection,USA,veterans ≥ 18 years,veterans,39.6,36.9,42.1,,omicron,~15 weeks,,,,omicron,~15 weeks
94,Ioannou,Target trial emulation,11Oct2022,BNT162b2 (Pfizer),Pfizer,excluded,complete vaccination at least 5 months prior,10+,hospitalization,severe,USA,veterans ≥ 18 years,veterans,53.7,45.8,60.4,,omicron,~15 weeks,,,,omicron,~15 weeks
94,Ioannou,Target trial emulation,11Oct2022,BNT162b2 (Pfizer),Pfizer,excluded,complete vaccination at least 5 months prior,10+,death,death,USA,veterans ≥ 18 years,veterans,84.8,73.7,91.2,,omicron,~15 weeks,,,,omicron,~15 weeks
94,Ioannou,Target trial emulation,11Oct2022,mRNA-1273 (Moderna),Pfizer,excluded,complete vaccination at least 5 months prior,10+,infection,infection,USA,veterans ≥ 18 years,veterans,44.3,42.2,46.3,,omicron,~15 weeks,,,,omicron,~15 weeks
94,Ioannou,Target trial emulation,11Oct2022,mRNA-1273 (Moderna),Pfizer,excluded,complete vaccination at least 5 months prior,10+,hospitalization,severe,USA,veterans ≥ 18 years,veterans,53.1,45.7,59.5,,omicron,~15 weeks,,,,omicron,~15 weeks
94,Ioannou,Target trial emulation,11Oct2022,mRNA-1273 (Moderna),Pfizer,excluded,complete vaccination at least 5 months prior,10+,death,death,USA,veterans ≥ 18 years,veterans,75.0,62.3,83.4,,omicron,~15 weeks,,,,omicron,~15 weeks
95,Liu,Prospective cohort,12Oct2022,BNT162b2 (Pfizer),Pfizer,excluded,complete vaccination 8-89 days prior,8+,hospitalization or death,severe,Australia,50-69 years,50-69 years,49.4,30.8,63.0,,omicron,~13 weeks,,,,omicron,~13 weeks
96,Muhsen,Retrospective cohort,23Jun2022,BNT162b2 (Pfizer) (3 doses),Pfizer,excluded,complete vaccination with 3 doses at least 4 months prior,14+,infection,infection,Israel,LTCF residents aged 60+ years,LTCF residents ≥ 60 years,36.0,31.0,40.0,,omicron,~12 weeks,,,,,
96,Muhsen,Retrospective cohort,23Jun2022,BNT162b2 (Pfizer) (3 doses),Pfizer,excluded,complete vaccination with 3 doses at least 4 months prior,14+,mild-moderate hospitalization,severe,Israel,LTCF residents aged 60+ years,LTCF residents ≥ 60 years,66.0,57.0,73.0,,omicron,~12 weeks,,,,,
96,Muhsen,Retrospective cohort,23Jun2022,BNT162b2 (Pfizer) (3 doses),Pfizer,excluded,complete vaccination with 3 doses at least 4 months prior,14+,severe hospitalization,severe,Israel,LTCF residents aged 60+ years,LTCF residents ≥ 60 years,72.0,61.0,80.0,,omicron,~12 weeks,,,,,
96,Muhsen,Retrospective cohort,23Jun2022,BNT162b2 (Pfizer) (3 doses),Pfizer,excluded,complete vaccination with 3 doses at least 4 months prior,14+,death,death,Israel,LTCF residents aged 60+ years,LTCF residents ≥ 60 years,76.0,58.0,87.0,,omicron,~12 weeks,,,,,
97,Carazo,Test-negative case-control,21Sep2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Pfizer,excluded,unvaccinated individuals,14+,infection,infection,Canada,HCW,HCW,46.0,40.0,52.0,omicron BA.2,omicron BA.2,~39 weeks,,,,,
97,Carazo,Test-negative case-control,21Sep2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Pfizer,excluded,unvaccinated individuals,14+,symptomatic disease,symptomatic,Canada,HCW,HCW,70.0,62.0,75.0,omicron BA.2,omicron BA.2,~39 weeks,,,,,
98,Ionescu,Test-negative case-control,16Jan2023,BNT162b2 (Pfizer),Pfizer,excluded,unvaccinated individuals,14+,infection,infection,Canada (Quebec),12-17 years,12-17 years,60.8,40.8,74.1,,omicron,~26 weeks,,,,,
98,Ionescu,Test-negative case-control,16Jan2023,BNT162b2 (Pfizer),Pfizer,excluded,unvaccinated individuals,14+,infection,infection,Canada (British Colombia),12-17 years,12-17 years,63.7,41.1,77.7,,omicron,~26 weeks,,,,,
99,Breznik,Prospective cohort,29Jun2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna) (3 doses),Pfizer,included,complete vaccination with 3 doses,60-120,infection,infection,Canada,nursing and retirement home residents,nursing and retirement home residents,81.0,70.0,88.0,,omicron,~15 weeks,,,,,
100,Tartof,Test-negative case-control,07Oct2022,BNT162b2 (Pfizer),Pfizer,included,unvaccinated individuals,<3 months,hospitalization,severe,USA,≥ 18 years,general pop,80.0,74.0,84.0,omicron BA.1,omicron BA.1,,,,,,
100,Tartof,Test-negative case-control,07Oct2022,BNT162b2 (Pfizer),Pfizer,included,unvaccinated individuals,≥3 months,hospitalization,severe,USA,≥ 18 years,general pop,76.0,69.0,82.0,omicron BA.1,omicron BA.1,~29 weeks,,,,,
100,Tartof,Test-negative case-control,07Oct2022,BNT162b2 (Pfizer),Pfizer,included,unvaccinated individuals,<3 months,ED admissions,symptomatic,USA,≥ 18 years,general pop,74.0,69.0,78.0,omicron BA.1,omicron BA.1,,,,,,
100,Tartof,Test-negative case-control,07Oct2022,BNT162b2 (Pfizer),Pfizer,included,unvaccinated individuals,≥3 months,ED admissions,symptomatic,USA,≥ 18 years,general pop,65.0,56.0,73.0,omicron BA.1,omicron BA.1,~29 weeks,,,,,
100,Tartof,Test-negative case-control,07Oct2022,BNT162b2 (Pfizer),Pfizer,included,unvaccinated individuals,<3 months,hospitalization,severe,USA,≥ 18 years,general pop,74.0,47.0,87.0,omicron BA.2,omicron BA.2,,,,,,
100,Tartof,Test-negative case-control,07Oct2022,BNT162b2 (Pfizer),Pfizer,included,unvaccinated individuals,≥3 months,hospitalization,severe,USA,≥ 18 years,general pop,70.0,53.0,81.0,omicron BA.2,omicron BA.2,~29 weeks,,,,,
100,Tartof,Test-negative case-control,07Oct2022,BNT162b2 (Pfizer),Pfizer,included,unvaccinated individuals,<3 months,ED admissions,symptomatic,USA,≥ 18 years,general pop,59.0,40.0,72.0,omicron BA.2,omicron BA.2,,,,,,
100,Tartof,Test-negative case-control,07Oct2022,BNT162b2 (Pfizer),Pfizer,included,unvaccinated individuals,≥3 months,ED admissions,symptomatic,USA,≥ 18 years,general pop,5.0,-21.0,25.0,omicron BA.2,omicron BA.2,~29 weeks,,,,,
101,Muhsen,Prospective cohort,01Jul2022,BNT162b2 (Pfizer),Pfizer,excluded,complete vaccination at least 5 months prior,7+,infection,infection,Israel,LTCF residents aged 60+ years,LTCF residents ≥ 60 years,89.0,85.0,93.0,,delta,~10 weeks,,,,,
101,Muhsen,Prospective cohort,01Jul2022,BNT162b2 (Pfizer),Pfizer,excluded,complete vaccination at least 5 months prior,7+,mild-moderate hospitalization,severe,Israel,LTCF residents aged 60+ years,LTCF residents ≥ 60 years,93.0,86.0,97.0,,delta,~10 weeks,,,,,
101,Muhsen,Prospective cohort,01Jul2022,BNT162b2 (Pfizer),Pfizer,excluded,complete vaccination at least 5 months prior,7+,severe hospitalization,severe,Israel,LTCF residents aged 60+ years,LTCF residents ≥ 60 years,90.0,76.0,96.0,,delta,~10 weeks,,,,,
101,Muhsen,Prospective cohort,01Jul2022,BNT162b2 (Pfizer),Pfizer,excluded,complete vaccination at least 5 months prior,7+,death,death,Israel,LTCF residents aged 60+ years,LTCF residents ≥ 60 years,96.0,84.0,99.1,,delta,~10 weeks,,,,,
102,Guedalia,Retrospective cohort,15Nov2022,BNT162b2 (Pfizer),Pfizer,excluded,complete vaccination at least 5 months prior,0+,hospitalization,severe,Israel,pregnant women aged 16+,pregnant persons,48.0,37.0,57.0,,omicron BA.1,~31 weeks,,,,,
102,Guedalia,Retrospective cohort,15Nov2022,BNT162b2 (Pfizer),Pfizer,excluded,complete vaccination at least 5 months prior,0+,hospitalization with moderate disease,severe,Israel,pregnant women aged 16+,pregnant persons,92.0,26.0,99.0,,omicron BA.1,~31 weeks,,,,,
102,Guedalia,Retrospective cohort,15Nov2022,BNT162b2 (Pfizer),Pfizer,excluded,unvaccinated individuals,0+,hospitalization,severe,Israel,pregnant women aged 16+,pregnant persons,43.0,31.0,53.0,,omicron BA.1,~31 weeks,,,,,
102,Guedalia,Retrospective cohort,15Nov2022,BNT162b2 (Pfizer),Pfizer,excluded,unvaccinated individuals,0+,hospitalization with moderate disease,severe,Israel,pregnant women aged 16+,pregnant persons,97.0,72.0,100.0,,omicron BA.1,~31 weeks,,,,,
102,Guedalia,Retrospective cohort,15Nov2022,BNT162b2 (Pfizer),Pfizer,excluded,unvaccinated individuals,0+,severe disease,severe,Israel,pregnant women aged 16+,pregnant persons,94.0,43.0,99.0,,omicron BA.1,~31 weeks,,,,,
102,Guedalia,Retrospective cohort,15Nov2022,BNT162b2 (Pfizer),Pfizer,excluded,complete vaccination at least 5 months prior,0+,hospitalization,severe,Israel,pregnant women aged 16+,pregnant persons,92.0,83.0,96.0,,delta,~15.5 weeks,,,,,
102,Guedalia,Retrospective cohort,15Nov2022,BNT162b2 (Pfizer),Pfizer,excluded,unvaccinated individuals,0+,hospitalization,severe,Israel,pregnant women aged 16+,pregnant persons,97.0,95.0,99.0,,delta,~15.5 weeks,,,,,
