study ID,first author,vaccine,dose_number,dose,days_since_first_dose,outcome_detail,outcome_category,country,population_detail,population_category,VE,LCL,UCL,variant_sequenced,variant_context,max duration follow-up,dose interval,notes,
151,Collie,Pfizer,2,final,14+,Hospitalization,severe,South Africa,≥ 18 years,general pop,70,62,76,,omicron,~24 weeks,,,
151,Collie,Pfizer,2,final,14+,Hospitalization,severe,South Africa,≥ 18 years,general pop,93,90,94,,delta,~19 weeks,,,
152,Lutrick,Pfizer,2,final,14+,infection,infection,USA,12-17 years,12-17 years,92,79,97,,delta,~17 weeks,,,
153,Chung,Pfizer,2,final,14+,symptomatic disease,symptomatic,USA,≥ 12 years,general pop,66,56,73,,"non-VOC, alpha, & delta",~34 weeks,,,
153,Chung,Moderna,2,final,14+,symptomatic disease,symptomatic,USA,≥ 12 years,general pop,81,73,86,,"non-VOC, alpha, & delta",~34 weeks,,,
154,Buchan,Pfizer,2,final,7-59,symptomatic disease,symptomatic,Canada,≥ 18 years,general pop,36,24,45,omicron,omicron,~34 weeks,,,
154,Buchan,Pfizer,2,final,240+,symptomatic disease,symptomatic,Canada,≥ 18 years,general pop,2,-17,17,omicron,omicron,~34 weeks,,,
154,Buchan,Pfizer,2,final,7-59,Infection,infection,Canada,≥ 18 years,general pop,5,-25,30,omicron,omicron,~34 weeks,,,
154,Buchan,Pfizer,2,final,240+,Infection,infection,Canada,≥ 18 years,general pop,-18,-62,18,omicron,omicron,~34 weeks,,,
154,Buchan,Pfizer,2,final,7-59,symptomatic disease,symptomatic,Canada,≥ 18 years,general pop,89,86,92,,delta,~34 weeks,,,
154,Buchan,Pfizer,2,final,240+,symptomatic disease,symptomatic,Canada,≥ 18 years,general pop,80,74,84,,delta,~34 weeks,,,
154,Buchan,Pfizer,2,final,7-59,Infection,infection,Canada,≥ 18 years,general pop,82,81,83,,delta,~34 weeks,,,
154,Buchan,Pfizer,2,final,240+,Infection,infection,Canada,≥ 18 years,general pop,70,65,72,,delta,~34 weeks,,,
155,Cerqueira-Silva ,CoronaVac (Sinovac),1,1,14+,symptomatic reinfection,symptomatic,Brazil,≥ 18 years with prior SARS-CoV-2 infection,general pop with prior SARS-CoV-2 infection,18.8,10.7,26.1,,"non-VOC, gamma, & delta",,,,
155,Cerqueira-Silva ,CoronaVac (Sinovac),2,final,14+,symptomatic reinfection,symptomatic,Brazil,≥ 18 years with prior SARS-CoV-2 infection,general pop with prior SARS-CoV-2 infection,39.4,36.1,42.6,,"non-VOC, gamma, & delta",~37 weeks,,,
155,Cerqueira-Silva ,CoronaVac (Sinovac),2,final,14-90,symptomatic reinfection,symptomatic,Brazil,≥ 18 years with prior SARS-CoV-2 infection,general pop with prior SARS-CoV-2 infection,40.5,36.4,44.3,,"non-VOC, gamma, & delta",~11 weeks,,,
155,Cerqueira-Silva ,CoronaVac (Sinovac),2,final,90+,symptomatic reinfection,symptomatic,Brazil,≥ 18 years with prior SARS-CoV-2 infection,general pop with prior SARS-CoV-2 infection,38,33.1,42.5,,"non-VOC, gamma, & delta",~37 weeks,,,
155,Cerqueira-Silva ,CoronaVac (Sinovac),1,1,14+,hospitalization or death,severe,Brazil,≥ 18 years with prior SARS-CoV-2 infection,general pop with prior SARS-CoV-2 infection,35.3,7.9,54.5,,"non-VOC, gamma, & delta",,,,
155,Cerqueira-Silva ,CoronaVac (Sinovac),2,final,14+,hospitalization or death,severe,Brazil,≥ 18 years with prior SARS-CoV-2 infection,general pop with prior SARS-CoV-2 infection,81.3,75.3,85.8,,"non-VOC, gamma, & delta",~37 weeks,,,
155,Cerqueira-Silva ,CoronaVac (Sinovac),2,final,14-90,hospitalization or death,severe,Brazil,≥ 18 years with prior SARS-CoV-2 infection,general pop with prior SARS-CoV-2 infection,86.6,79.8,90.3,,"non-VOC, gamma, & delta",~11 weeks,,,
155,Cerqueira-Silva ,CoronaVac (Sinovac),2,final,90+,hospitalization or death,severe,Brazil,≥ 18 years with prior SARS-CoV-2 infection,general pop with prior SARS-CoV-2 infection,74.4,63.3,82.2,,"non-VOC, gamma, & delta",~37 weeks,,,
155,Cerqueira-Silva ,AZD1222 (AstraZeneca),1,1,14+,symptomatic reinfection,symptomatic,Brazil,≥ 18 years with prior SARS-CoV-2 infection,general pop with prior SARS-CoV-2 infection,34.2,30.1,38.1,,"non-VOC, gamma, & delta",,,,
155,Cerqueira-Silva ,AZD1222 (AstraZeneca),2,final,14+,symptomatic reinfection,symptomatic,Brazil,≥ 18 years with prior SARS-CoV-2 infection,general pop with prior SARS-CoV-2 infection,56,51.4,60.2,,"non-VOC, gamma, & delta",~37 weeks,,,
155,Cerqueira-Silva ,AZD1222 (AstraZeneca),2,final,14-90,symptomatic reinfection,symptomatic,Brazil,≥ 18 years with prior SARS-CoV-2 infection,general pop with prior SARS-CoV-2 infection,55.5,50.5,60.1,,"non-VOC, gamma, & delta",~11 weeks,,,
155,Cerqueira-Silva ,AZD1222 (AstraZeneca),2,final,90+,symptomatic reinfection,symptomatic,Brazil,≥ 18 years with prior SARS-CoV-2 infection,general pop with prior SARS-CoV-2 infection,56.8,46.6,65.1,,"non-VOC, gamma, & delta",~37 weeks,,,
155,Cerqueira-Silva ,AZD1222 (AstraZeneca),1,1,14+,hospitalization or death,severe,Brazil,≥ 18 years with prior SARS-CoV-2 infection,general pop with prior SARS-CoV-2 infection,56.9,45.2,66.1,,"non-VOC, gamma, & delta",,,,
155,Cerqueira-Silva ,AZD1222 (AstraZeneca),2,final,14+,hospitalization or death,severe,Brazil,≥ 18 years with prior SARS-CoV-2 infection,general pop with prior SARS-CoV-2 infection,89.9,83.5,93.8,,"non-VOC, gamma, & delta",~37 weeks,,,
155,Cerqueira-Silva ,AZD1222 (AstraZeneca),2,final,14-90,hospitalization or death,severe,Brazil,≥ 18 years with prior SARS-CoV-2 infection,general pop with prior SARS-CoV-2 infection,86.6,77.6,92,,"non-VOC, gamma, & delta",~11 weeks,,,
155,Cerqueira-Silva ,AZD1222 (AstraZeneca),2,final,90+,hospitalization or death,severe,Brazil,≥ 18 years with prior SARS-CoV-2 infection,general pop with prior SARS-CoV-2 infection,95.1,84.8,98.4,,"non-VOC, gamma, & delta",~37 weeks,,,
155,Cerqueira-Silva ,Pfizer,1,1,14+,symptomatic reinfection,symptomatic,Brazil,≥ 18 years with prior SARS-CoV-2 infection,general pop with prior SARS-CoV-2 infection,45,39.7,49.9,,"non-VOC, gamma, & delta",,,,
155,Cerqueira-Silva ,Pfizer,2,final,14+,symptomatic reinfection,symptomatic,Brazil,≥ 18 years with prior SARS-CoV-2 infection,general pop with prior SARS-CoV-2 infection,64.8,54.9,72.4,,"non-VOC, gamma, & delta",~37 weeks,,,
155,Cerqueira-Silva ,Pfizer,2,final,14-90,symptomatic reinfection,symptomatic,Brazil,≥ 18 years with prior SARS-CoV-2 infection,general pop with prior SARS-CoV-2 infection,64.2,54.2,72,,"non-VOC, gamma, & delta",~11 weeks,,,
155,Cerqueira-Silva ,Pfizer,2,final,90+,symptomatic reinfection,symptomatic,Brazil,≥ 18 years with prior SARS-CoV-2 infection,general pop with prior SARS-CoV-2 infection,100,,,,"non-VOC, gamma, & delta",~37 weeks,,,
155,Cerqueira-Silva ,Pfizer,1,1,14+,hospitalization or death,severe,Brazil,≥ 18 years with prior SARS-CoV-2 infection,general pop with prior SARS-CoV-2 infection,61.8,40.8,75.3,,"non-VOC, gamma, & delta",,,,
155,Cerqueira-Silva ,Pfizer,2,final,14+,hospitalization or death,severe,Brazil,≥ 18 years with prior SARS-CoV-2 infection,general pop with prior SARS-CoV-2 infection,89.7,54.3,97.7,,"non-VOC, gamma, & delta",~37 weeks,,,
155,Cerqueira-Silva ,Pfizer,2,final,14-90,hospitalization or death,severe,Brazil,≥ 18 years with prior SARS-CoV-2 infection,general pop with prior SARS-CoV-2 infection,88.8,50,97.5,,"non-VOC, gamma, & delta",~11 weeks,,,
155,Cerqueira-Silva ,Pfizer,2,final,90+,hospitalization or death,severe,Brazil,≥ 18 years with prior SARS-CoV-2 infection,general pop with prior SARS-CoV-2 infection,100,,,,"non-VOC, gamma, & delta",~37 weeks,,,
155,Cerqueira-Silva ,Janssen,1,final,14+,symptomatic reinfection,symptomatic,Brazil,≥ 18 years with prior SARS-CoV-2 infection,general pop with prior SARS-CoV-2 infection,44,31.5,54.2,,"non-VOC, gamma, & delta",~37 weeks,,,
155,Cerqueira-Silva ,Janssen,1,final,14-90,symptomatic reinfection,symptomatic,Brazil,≥ 18 years with prior SARS-CoV-2 infection,general pop with prior SARS-CoV-2 infection,46.1,32.7,56.7,,"non-VOC, gamma, & delta",~11 weeks,,,
155,Cerqueira-Silva ,Janssen,1,final,90+,symptomatic reinfection,symptomatic,Brazil,≥ 18 years with prior SARS-CoV-2 infection,general pop with prior SARS-CoV-2 infection,30.6,-12.4,57.1,,"non-VOC, gamma, & delta",~37 weeks,,,
155,Cerqueira-Silva ,Janssen,1,final,14+,hospitalization or death,severe,Brazil,≥ 18 years with prior SARS-CoV-2 infection,general pop with prior SARS-CoV-2 infection,57.7,-2.6,82.5,,"non-VOC, gamma, & delta",~37 weeks,,,
155,Cerqueira-Silva ,Janssen,1,final,14-90,hospitalization or death,severe,Brazil,≥ 18 years with prior SARS-CoV-2 infection,general pop with prior SARS-CoV-2 infection,60.2,-10.8,85.7,,"non-VOC, gamma, & delta",~11 weeks,,,
155,Cerqueira-Silva ,Janssen,1,final,90+,hospitalization or death,severe,Brazil,≥ 18 years with prior SARS-CoV-2 infection,general pop with prior SARS-CoV-2 infection,41,-240.9,89.9,,"non-VOC, gamma, & delta",~37 weeks,,,
156,Petráš,Pfizer,1,1,14+,infection,infection,Czech Republic,HCW,HCW,47.7,19.2,66.2,,alpha & delta,,,,
156,Petráš,Pfizer,2,final,14+,Infection,infection,Czech Republic,HCW,HCW,88.3,83.2,91.8,,alpha & delta,~30 weeks,,,
156,Petráš,Pfizer,1,1,14+,symptomatic disease,symptomatic,Czech Republic,HCW,HCW,76.4,46,89.7,,alpha & delta,,,,
156,Petráš,Pfizer,2,final,14+,symptomatic disease,symptomatic,Czech Republic,HCW,HCW,91.7,85.7,95.2,,alpha & delta,~30 weeks,,,
156,Petráš,Pfizer,2,final,14+,infection (February 2021),infection,Czech Republic,HCW,HCW,96.2,91.6,98.7,,alpha & delta,4 weeks,,,
156,Petráš,Pfizer,2,final,14+,infection (June-August 2021),infection,Czech Republic,HCW,HCW,65,<0,96.6,,alpha & delta,~30 weeks,,,
157,Prunas,Pfizer,2,final,14-89,Infection,infection,Israel ,12-16 years,12-16 years,85,84,86,,delta,~25 weeks,,,
157,Prunas,Pfizer,2,final,150-180,Infection,infection,Israel ,12-16 years,12-16 years,53,46,60,,delta,~25 weeks,,,
157,Prunas,Pfizer,2,final,14-89,symptomatic disease,symptomatic,Israel ,12-16 years,12-16 years,90,89,91,,delta,~25 weeks,,,
157,Prunas,Pfizer,2,final,150-180,symptomatic disease,symptomatic,Israel ,12-16 years,12-16 years,66,59,72,,delta,~25 weeks,,,
157,Prunas,Pfizer,2,final,14-89,Infection,infection,Israel ,12-16 years,12-16 years,84,82,85,,delta,~25 weeks,,,
157,Prunas,Pfizer,2,final,150-180,Infection,infection,Israel ,12-16 years,12-16 years,50,43,57,,delta,~25 weeks,,,
158,Zambrano,Pfizer,2,final,14+,MIS-C,MIS-C,USA,12-18 years,12-18 years,86,70,93,,delta,~23 weeks,,,
158,Zambrano,Pfizer,2,final,28+,MIS-C,MIS-C,USA,12-18 years,12-18 years,91,78,97,,delta,~23 weeks,,,
158,Zambrano,Pfizer,2,final,28+,MIS-C,MIS-C,USA,12-18 years,12-18 years,90,75,96,,delta,~23 weeks,,,
159,Tseng,Moderna,1,1,14+,Infection,infection,USA,≥ 18 years,general pop,20.4,9.5,30,omicron,omicron,,,,
159,Tseng,Moderna,2,final,14+,Infection,infection,USA,≥ 18 years,general pop,13.9,10.5,17.1,omicron,omicron,~47.5 weeks,,,
159,Tseng,Moderna,2,final,14-90,Infection,infection,USA,≥ 18 years,general pop,44,35.1,51.6,omicron,omicron,~11 weeks,,,
159,Tseng,Moderna,2,final,270+,Infection,infection,USA,≥ 18 years,general pop,5.9,0.4,11,omicron,omicron,~47.5 weeks,,,
159,Tseng,Moderna,2,final,14+,Hospitalization,severe,USA,≥ 18 years,general pop,84.5,23,96.9,omicron,omicron,~47.5 weeks,,,
159,Tseng,Moderna,1,1,14+,Infection,infection,USA,≥ 18 years,general pop,56.7,40.7,68.4,delta,delta,,,,
159,Tseng,Moderna,2,final,14+,Infection,infection,USA,≥ 18 years,general pop,63.6,59.9,66.9,delta,delta,~47.5 weeks,,,
159,Tseng,Moderna,2,final,14-90,Infection,infection,USA,≥ 18 years,general pop,80.2,68.2,87.7,delta,delta,~11 weeks,,,
159,Tseng,Moderna,2,final,270+,Infection,infection,USA,≥ 18 years,general pop,61.3,55,66.7,delta,delta,~47.5 weeks,,,
159,Tseng,Moderna,1,1,14+,Hospitalization,severe,USA,≥ 18 years,general pop,71.2,-68.7,97.4,delta,delta,,,,
159,Tseng,Moderna,2,final,14+,Hospitalization,severe,USA,≥ 18 years,general pop,99,93.3,99.9,delta,delta,~47.5 weeks,,,
160,Chiew,Pfizer,2,final,8+,Infection,infection,Singapore,12-17 years,12-17 years,25,21,29,,omicron,~44 weeks,,,
160,Chiew,Pfizer,2,final,8-59,Infection,infection,Singapore,12-17 years,12-17 years,38,32,43,,omicron,,,,
160,Chiew,Pfizer,2,final,240+,Infection,infection,Singapore,12-17 years,12-17 years,40,34,46,,omicron,~44 weeks,,,
160,Chiew,Pfizer,2,final,8+,Hospitalization,severe,Singapore,12-17 years,12-17 years,75,56,86,,omicron,~44 weeks,,,
160,Chiew,Pfizer,2,final,8-59,Hospitalization,severe,Singapore,12-17 years,12-17 years,74,26,91,,omicron,,,,
160,Chiew,Pfizer,2,final,240+,Hospitalization,severe,Singapore,12-17 years,12-17 years,77,54,89,,omicron,~44 weeks,,,
160,Chiew,Pfizer,2,final,8+,Infection,infection,Singapore,12-17 years,12-17 years,66,63,69,,delta,~24 weeks,,,
160,Chiew,Pfizer,2,final,8-59,Infection,infection,Singapore,12-17 years,12-17 years,71,67,74,,delta,,,,
160,Chiew,Pfizer,2,final,240+,Infection,infection,Singapore,12-17 years,12-17 years,57,27,75,,delta,~24 weeks,,,
160,Chiew,Pfizer,2,final,8+,Hospitalization,severe,Singapore,12-17 years,12-17 years,83,74,89,,delta,~24 weeks,,,
160,Chiew,Pfizer,2,final,8-59,Hospitalization,severe,Singapore,12-17 years,12-17 years,76,62,85,,delta,,,,
160,Chiew,Pfizer,2,final,240+,Hospitalization,severe,Singapore,12-17 years,12-17 years,89,64,94,,delta,~24 weeks,,,
161,Olson,Pfizer,1,1,14+,Hospitalization,severe,USA,12-18 years,12-18 years,97,86,100,,delta,,,,
161,Olson,Pfizer,2,final,14+,Hospitalization,severe,USA,12-18 years,12-18 years,94,90,96,,delta,~18 weeks,,,
161,Olson,Pfizer,2,final,14+,ICU admission,severe,USA,12-18 years,12-18 years,98,93,99,,delta,~18 weeks,,,
161,Olson,Pfizer,2,final,14+,life support,severe,USA,12-18 years,12-18 years,98,92,100,,delta,~18 weeks,,,
161,Olson,Pfizer,1,1,14+,hospitalization,severe,USA,12-18 years,12-18 years,98,88,100,,delta,,,,
161,Olson,Pfizer,2,final,14+,hospitalization,severe,USA,12-18 years,12-18 years,95,91,97,,delta,~18 weeks,,,
161,Olson,Pfizer,2,final,14+,ICU admission,severe,USA,12-18 years,12-18 years,98,94,100,,delta,~18 weeks,,,
161,Olson,Pfizer,2,final,14+,life support,severe,USA,12-18 years,12-18 years,99,93,100,,delta,~18 weeks,,,
162,Gazit,Pfizer,2,final,7+,infection,infection,Israel ,adult contacts of SARS-CoV-2 index cases,contacts of index cases,80.3,73.5,85.4,,alpha,~7.5 weeks,,,
163,Suah,Pfizer,2,final,9-26 weeks,infection (vaccinated April to June),infection,Malaysia,≥ 15 years,general pop,79.3,76.1,82.1,,delta,~26 weeks,,,
163,Suah,Pfizer,2,final,2-13 weeks,infection (vaccinated July to August),infection,Malaysia,≥ 15 years,general pop,90.8,89.4,92.1,,delta,~26 weeks,,,
163,Suah,CoronaVac (Sinovac),2,final,9-26 weeks,infection (vaccinated April to June),infection,Malaysia,≥ 15 years,general pop,30.4,18.8,40.3,,delta,~26 weeks,,,
163,Suah,CoronaVac (Sinovac),2,final,2-13 weeks,infection (vaccinated July to August),infection,Malaysia,≥ 15 years,general pop,74.5,70.6,78,,delta,~26 weeks,,,
164,Young-Xu,Pfizer,2,final,14+,infection,infection,USA,veterans 18+ years,veterans 18+ years,12,10,15,omicron,omicron,~48 weeks,,,
164,Young-Xu,Pfizer,2,final,14+,hospitalization,severe,USA,veterans 18+ years,veterans 18+ years,63,58,67,omicron,omicron,~48 weeks,,,
164,Young-Xu,Pfizer,2,final,14+,death,death,USA,veterans 18+ years,veterans 18+ years,77,67,83,omicron,omicron,~48 weeks,,,
164,Young-Xu,Pfizer,2,final,14+,infection,infection,USA,veterans 18+ years,veterans 18+ years,54,50,57,delta,delta,~48 weeks,,,
164,Young-Xu,Pfizer,2,final,14+,hospitalization,severe,USA,veterans 18+ years,veterans 18+ years,75,69,80,delta,delta,~48 weeks,,,
164,Young-Xu,Pfizer,2,final,14+,death,death,USA,veterans 18+ years,veterans 18+ years,92,83,96,delta,delta,~48 weeks,,,
165,Tartof,Pfizer,2,final,7+,ED visits,symptomatic,USA,hospital admissions,general pop,47,40,54,omicron,omicron,~47 weeks,,,
165,Tartof,Pfizer,2,final,45,ED visits,symptomatic,USA,hospital admissions,general pop,64,51,73,omicron,omicron,~47 weeks,,,
165,Tartof,Pfizer,2,final,≥9 months,ED visits,symptomatic,USA,hospital admissions,general pop,31,16,43,omicron,omicron,~47 weeks,,,
165,Tartof,Pfizer,2,final,7+,hospitalization,severe,USA,hospital admissions,general pop,62,53,69,omicron,omicron,~47 weeks,,,
165,Tartof,Pfizer,2,final,45,hospitalization,severe,USA,hospital admissions,general pop,68,48,80,omicron,omicron,~47 weeks,,,
165,Tartof,Pfizer,2,final,≥9 months,Hospitalization,severe,USA,hospital admissions,general pop,41,21,55,omicron,omicron,~47 weeks,,,
165,Tartof,Pfizer,2,final,7+,ED visits,symptomatic,USA,hospital admissions,general pop,61,55,66,delta,delta,~47 weeks,,,
165,Tartof,Pfizer,2,final,45,ED visits,symptomatic,USA,hospital admissions,general pop,78,69,85,delta,delta,~47 weeks,,,
165,Tartof,Pfizer,2,final,≥9 months,ED visits,symptomatic,USA,hospital admissions,general pop,57,45,66,delta,delta,~47 weeks,,,
165,Tartof,Pfizer,2,final,7+,hospitalization,severe,USA,hospital admissions,general pop,76,69,82,delta,delta,~47 weeks,,,
166,Tartof,Pfizer,2,final,45,hospitalization,severe,USA,hospital admissions,general pop,78,55,89,delta,delta,~47 weeks,,,
167,Tartof,Pfizer,2,final,≥9 months,hospitalization,severe,USA,hospital admissions,general pop,73,58,83,delta,delta,~47 weeks,,,
166,Amodio,Pfizer,2,final,2 months,Infection,infection,Italy,≥ 18 years,general pop,81.3,80.3,82.3,,alpha & delta,~37 weeks,,,
166,Amodio,Pfizer,2,final,8 months,infection,infection,Italy,≥ 18 years,general pop,57.8,55.4,60.2,,alpha & delta,~37 weeks,,,
166,Amodio,Pfizer,2,final,2 months,severe disease,severe,Italy,≥ 18 years,general pop,96.1,94.5,97.7,,alpha & delta,~37 weeks,,,
166,Amodio,Pfizer,2,final,8 months,severe disease,severe,Italy,≥ 18 years,general pop,90.3,86.2,94.4,,alpha & delta,~37 weeks,,,
166,Amodio,Pfizer,2,final,2 months,death or intubation,severe,Italy,≥ 18 years,general pop,93.4,91.2,95.6,,alpha & delta,~37 weeks,,,
166,Amodio,Pfizer,2,final,8 months,death or intubation,severe,Italy,≥ 18 years,general pop,83.7,75.1,92.3,,alpha & delta,~37 weeks,,,
167,Thompson,Pfizer,2,final,14-179,ED or UC encounters,symptomatic,USA,ED encounters and hospital admissions,general pop,52,46,58,,omicron,~32 weeks,,,
167,Thompson,Pfizer,2,final,180+,ED or UC encounters,symptomatic,USA,ED encounters and hospital admissions,general pop,38,32,43,,omicron,~32 weeks,,,
167,Thompson,Pfizer,2,final,14-179,hospitalization,severe,USA,ED encounters and hospital admissions,general pop,81,65,90,,omicron,~32 weeks,,,
167,Thompson,Pfizer,2,final,180+,hospitalization,severe,USA,ED encounters and hospital admissions,general pop,57,39,70,,omicron,~32 weeks,,,
167,Thompson,Pfizer,2,final,14-179,ED or UC encounters,symptomatic,USA,ED encounters and hospital admissions,general pop,86,85,87,,delta,~32 weeks,,,
167,Thompson,Pfizer,2,final,180+,ED or UC encounters,symptomatic,USA,ED encounters and hospital admissions,general pop,76,75,77,,delta,~32 weeks,,,
167,Thompson,Pfizer,2,final,14-179,hospitalization,severe,USA,ED encounters and hospital admissions,general pop,90,89,90,,delta,~32 weeks,,,
167,Thompson,Pfizer,2,final,180+,hospitalization,severe,USA,ED encounters and hospital admissions,general pop,81,80,82,,delta,~32 weeks,,,
168,Bedston,Pfizer,1,1,3-6 weeks,infection,infection,UK,HCW,HCW,52,45,58,,alpha,,,,
168,Bedston,Pfizer,2,final,2-5 weeks,infection,infection,UK,HCW,HCW,86,74,91,,alpha,~37 weeks,,,
168,Bedston,Pfizer,1,1,7+ weeks,infection,infection,UK,HCW,HCW,39,24,50,,alpha,,,,
168,Bedston,Pfizer,2,final,26+ weeks,infection,infection,UK,HCW,HCW,45,39,51,,alpha,~37 weeks,,,
169,Botton,Pfizer,1,1,14+,hospitalization,severe,France,≥ 75 years,≥ 75 years,34,28,40,,non-VOC & alpha,,,,
169,Botton,Pfizer,2,final,7+,hospitalization,severe,France,≥ 75 years,≥ 75 years,86,83,89,,non-VOC & alpha,~7 weeks,,,
170,Spensley,Pfizer,2,final,14+,infection,infection,UK,end stage kidney disease patients,end stage kidney disease patients,17,-62,57,omicron,omicron,~52.5 weeks,,,
170,Spensley,AZD1222 (AstraZeneca),2,final,14+,infection,infection,UK,end stage kidney disease patients,end stage kidney disease patients,-4,-97,43,omicron,omicron,~52.5 weeks,,,
171,Willet,Pfizer,2,final,14+,infection,infection,Scotland,≥ 18 years,general pop,26,13.9,36.4,omicron,omicron,~11 weeks,,,
171,Willet,Moderna,2,final,14+,infection,infection,Scotland,≥ 18 years,general pop,23.7,4.4,39.4,omicron,omicron,~11 weeks,,,
171,Willet,AZD1222 (AstraZeneca),2,final,14+,infection,infection,Scotland,≥ 18 years,general pop,11.4,-18.8,34.6,omicron,omicron,~11 weeks,,,
171,Willet,Pfizer,2,final,14+,infection,infection,Scotland,≥ 18 years,general pop,83.5,78.6,87.3,delta,delta,~11 weeks,,,
171,Willet,Moderna,2,final,14+,infection,infection,Scotland,≥ 18 years,general pop,87.8,79.8,92.7,delta,delta,~11 weeks,,,
171,Willet,AZD1222 (AstraZeneca),2,final,14+,infection,infection,Scotland,≥ 18 years,general pop,78.9,66.6,86.7,delta,delta,~11 weeks,,,
172,Belayachi,BBIBP-CorV (Beijing CNBG),2,final,1-273,severe hospitalization,severe,Morocco,hospital patients,general pop,73,71,76,,"non-VOC, alpha, & delta",~39 weeks,,,
172,Belayachi,BBIBP-CorV (Beijing CNBG),2,final,1-30,severe hospitalization,severe,Morocco,hospital patients,general pop,88,84,91,,"non-VOC, alpha, & delta",~39 weeks,,,
